hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
90,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,48,15,48,NA,NA,NA,NA,NA,NA,NA,NA
66,88,54,59,NA,NA,NA,NA,NA,NA,NA,NA
82,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,70,73,2,NA,NA,NA,NA,NA,NA,NA,NA
37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,29,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,82,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,87,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,71,76,74,NA,NA,NA,NA,NA,NA,NA,NA
40,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,46,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,61,60,67,NA,NA,NA,NA,NA,NA,NA,NA
17,36,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,88,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,11,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,21,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,22,5,25,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,80,45,45,NA,NA,NA,NA,NA,NA,NA,NA
53,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,74,6,82,NA,NA,NA,NA,NA,NA,NA,NA
83,71,6,48,79,NA,NA,NA,NA,NA,NA,NA
30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,51,76,57,50,NA,NA,NA,NA,NA,NA,NA
2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,28,44,7,NA,NA,NA,NA,NA,NA,NA,NA
39,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,94,4,28,NA,NA,NA,NA,NA,NA,NA,NA
46,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,40,58,22,50,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,57,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,51,25,4,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,59,3,19,NA,NA,NA,NA,NA,NA,NA,NA
1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,12,54,63,NA,NA,NA,NA,NA,NA,NA
68,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,56,8,38,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,60,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,20,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,66,34,16,NA,NA,NA,NA,NA,NA,NA,NA
36,62,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,72,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,37,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,69,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,10,63,52,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,84,53,39,54,45,NA,NA,NA,NA,NA,NA
1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,50,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61,38,9,21,NA,NA,NA,NA,NA,NA,NA
11,0,76,39,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,30,61,2,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,17,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,67,4,51,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,74,2,7,76,NA,NA,NA,NA,NA,NA,NA
38,7,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,29,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,53,75,45,29,3,6,37,45,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,11,66,12,NA,NA,NA,NA,NA,NA,NA,NA
7,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,58,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,65,19,41,7,40,NA,NA,NA,NA,NA,NA
50,19,86,45,NA,NA,NA,NA,NA,NA,NA,NA
45,26,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,70,23,43,58,NA,NA,NA,NA,NA,NA,NA
48,56,59,16,NA,NA,NA,NA,NA,NA,NA,NA
39,28,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,43,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,21,22,39,61,62,18,77,89,65,57,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,24,22,13,NA,NA,NA,NA,NA,NA,NA,NA
43,20,3,62,44,NA,NA,NA,NA,NA,NA,NA
78,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,27,55,34,74,4,59,63,43,NA,NA,NA
21,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,50,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,17,41,41,20,85,23,2,27,66,27,53
93,69,54,7,9,9,41,NA,NA,NA,NA,NA
33,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,58,25,13,43,NA,NA,NA,NA,NA,NA,NA
83,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,70,NA,NA,NA,NA,NA,NA,NA,NA
17,31,11,89,5,NA,NA,NA,NA,NA,NA,NA
77,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,32,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,47,53,55,65,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,58,26,37,50,7,7,18,1,84,26,36
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,29,22,21,66,8,36,44,26,NA,NA,NA
54,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,14,68,20,NA,NA,NA,NA,NA,NA,NA,NA
52,66,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,74,73,36,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,72,76,15,17,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,33,55,47,20,NA,NA,NA,NA,NA,NA,NA
33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,20,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,54,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,85,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,47,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,4,65,74,14,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,45,66,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,58,69,64,NA,NA,NA,NA,NA,NA,NA,NA
51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,21,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,84,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,33,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
