hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,73,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,61,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,32,49,26,61,NA,NA,NA,NA,NA,NA,NA
15,40,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,25,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,24,50,21,27,NA,NA,NA,NA,NA,NA,NA
25,71,28,35,5,NA,NA,NA,NA,NA,NA,NA
54,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,42,22,52,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,65,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,66,59,56,NA,NA,NA,NA,NA,NA,NA,NA
45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,7,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,47,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,59,31,36,NA,NA,NA,NA,NA,NA,NA,NA
41,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,61,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,71,41,17,NA,NA,NA,NA,NA,NA,NA,NA
25,8,1,28,NA,NA,NA,NA,NA,NA,NA,NA
1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,31,47,3,25,2,23,63,11,NA,NA,NA
16,5,21,35,NA,NA,NA,NA,NA,NA,NA,NA
46,64,78,52,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,59,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,59,17,81,20,NA,NA,NA,NA,NA,NA,NA
59,38,64,63,37,NA,NA,NA,NA,NA,NA,NA
33,7,92,6,NA,NA,NA,NA,NA,NA,NA,NA
18,78,32,23,NA,NA,NA,NA,NA,NA,NA,NA
29,58,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,47,74,46,NA,NA,NA,NA,NA,NA,NA,NA
56,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,53,70,19,NA,NA,NA,NA,NA,NA,NA,NA
86,18,5,15,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,92,62,60,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,46,52,5,NA,NA,NA,NA,NA,NA,NA,NA
39,77,51,51,NA,NA,NA,NA,NA,NA,NA,NA
20,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,23,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,42,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,4,79,31,NA,NA,NA,NA,NA,NA,NA,NA
11,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,6,45,1,NA,NA,NA,NA,NA,NA,NA,NA
87,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,18,80,25,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,53,33,17,NA,NA,NA,NA,NA,NA,NA,NA
23,26,25,71,NA,NA,NA,NA,NA,NA,NA,NA
27,18,12,20,NA,NA,NA,NA,NA,NA,NA,NA
8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,32,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,6,15,0,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,16,36,47,NA,NA,NA,NA,NA,NA,NA,NA
5,59,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,63,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,16,60,35,NA,NA,NA,NA,NA,NA,NA,NA
50,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,38,70,60,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,72,23,33,3,47,73,5,7,76,61,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2,52,38,46,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,51,53,44,NA,NA,NA,NA,NA,NA,NA,NA
27,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,65,59,49,50,27,63,NA,NA,NA,NA,NA
75,76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,9,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,59,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,77,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,55,69,19,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,79,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,50,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,53,42,50,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,12,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,88,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,57,59,60,62,NA,NA,NA,NA,NA,NA,NA
42,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,59,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,14,30,43,NA,NA,NA,NA,NA,NA,NA
4,13,87,59,NA,NA,NA,NA,NA,NA,NA,NA
1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,25,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,48,67,62,NA,NA,NA,NA,NA,NA,NA,NA
59,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,17,51,58,NA,NA,NA,NA,NA,NA,NA,NA
25,65,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,59,40,30,27,7,80,73,27,39,72,24
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,55,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,31,8,89,30,22,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,35,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,66,4,36,6,50,7,60,NA,NA,NA,NA
35,66,24,39,NA,NA,NA,NA,NA,NA,NA,NA
27,62,62,1,NA,NA,NA,NA,NA,NA,NA,NA
26,38,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,55,59,93,NA,NA,NA,NA,NA,NA,NA,NA
36,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,32,51,62,NA,NA,NA,NA,NA,NA,NA,NA
14,20,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,64,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,60,78,41,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,70,61,37,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,81,58,22,NA,NA,NA,NA,NA,NA,NA,NA
15,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,17,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,69,21,50,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,66,16,77,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,66,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,74,87,32,NA,NA,NA,NA,NA,NA,NA,NA
70,39,41,2,NA,NA,NA,NA,NA,NA,NA,NA
76,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,70,57,89,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,50,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2,32,51,NA,NA,NA,NA,NA,NA,NA,NA
81,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,40,48,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,26,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,49,41,61,NA,NA,NA,NA,NA,NA,NA,NA
88,52,55,8,32,28,NA,NA,NA,NA,NA,NA
40,57,51,35,NA,NA,NA,NA,NA,NA,NA,NA
2,53,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,59,53,9,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,40,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,30,16,32,84,50,47,14,NA,NA,NA,NA
6,81,48,14,NA,NA,NA,NA,NA,NA,NA,NA
53,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,72,13,50,51,NA,NA,NA,NA,NA,NA,NA
39,42,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
