hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,66,16,67,NA,NA,NA,NA,NA,NA,NA,NA
7,7,14,30,29,NA,NA,NA,NA,NA,NA,NA
61,6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,47,49,48,NA,NA,NA,NA,NA,NA,NA,NA
30,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,59,26,55,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,26,59,62,NA,NA,NA,NA,NA,NA,NA,NA
0,43,39,63,NA,NA,NA,NA,NA,NA,NA,NA
85,12,55,40,NA,NA,NA,NA,NA,NA,NA,NA
24,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,26,75,34,NA,NA,NA,NA,NA,NA,NA,NA
5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,36,18,42,NA,NA,NA,NA,NA,NA,NA,NA
64,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,85,83,65,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,53,53,63,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,49,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,47,0,59,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,44,24,65,NA,NA,NA,NA,NA,NA,NA,NA
80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,72,47,60,42,NA,NA,NA,NA,NA,NA,NA
74,43,60,33,NA,NA,NA,NA,NA,NA,NA,NA
79,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,35,4,49,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,82,12,26,71,NA,NA,NA,NA,NA,NA,NA
63,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,64,78,8,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,62,6,37,54,NA,NA,NA,NA,NA,NA,NA
44,97,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,47,38,45,NA,NA,NA,NA,NA,NA,NA,NA
44,36,46,20,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,45,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,38,55,9,2,NA,NA,NA,NA,NA,NA,NA
0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,21,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,79,6,19,35,75,67,48,85,32,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,32,72,6,NA,NA,NA,NA,NA,NA,NA,NA
32,81,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,48,65,60,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,41,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,52,81,12,67,NA,NA,NA,NA,NA,NA,NA
5,32,77,28,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,28,62,41,NA,NA,NA,NA,NA,NA,NA,NA
67,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,31,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,45,59,64,NA,NA,NA,NA,NA,NA,NA,NA
63,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,24,46,51,NA,NA,NA,NA,NA,NA,NA,NA
48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,50,56,15,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,67,53,82,79,NA,NA,NA,NA,NA,NA,NA
59,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,7,64,68,NA,NA,NA,NA,NA,NA,NA,NA
50,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,24,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,73,29,41,59,36,50,61,NA,NA,NA,NA
46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,24,48,64,29,52,32,48,NA,NA,NA,NA
63,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,16,66,24,29,48,18,4,12,48,36,55
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,57,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,27,16,65,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,42,42,85,NA,NA,NA,NA,NA,NA,NA,NA
58,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,38,7,71,66,NA,NA,NA,NA,NA,NA,NA
91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,4,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,34,64,41,NA,NA,NA,NA,NA,NA,NA,NA
1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,78,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,74,85,6,NA,NA,NA,NA,NA,NA,NA,NA
26,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,36,64,72,61,NA,NA,NA,NA,NA,NA,NA
67,42,58,45,37,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,21,29,73,NA,NA,NA,NA,NA,NA,NA,NA
58,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,4,88,67,22,NA,NA,NA,NA,NA,NA,NA
3,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,62,61,42,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,21,89,35,7,NA,NA,NA,NA,NA,NA,NA
39,29,89,11,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,83,43,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,24,15,33,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,33,51,3,NA,NA,NA,NA,NA,NA,NA,NA
28,23,22,32,NA,NA,NA,NA,NA,NA,NA,NA
85,25,0,24,78,52,25,88,50,NA,NA,NA
60,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,53,43,32,49,16,49,23,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,53,33,52,NA,NA,NA,NA,NA,NA,NA,NA
25,39,30,28,46,NA,NA,NA,NA,NA,NA,NA
75,86,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,69,34,81,NA,NA,NA,NA,NA,NA,NA,NA
15,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,67,35,30,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,29,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,53,52,51,NA,NA,NA,NA,NA,NA,NA,NA
60,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,26,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,62,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,57,13,55,NA,NA,NA,NA,NA,NA,NA,NA
26,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,49,58,65,NA,NA,NA,NA,NA,NA,NA,NA
11,72,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,22,52,83,NA,NA,NA,NA,NA,NA,NA,NA
44,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,25,27,64,NA,NA,NA,NA,NA,NA,NA,NA
7,14,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,18,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,37,51,91,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,88,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,48,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,33,43,21,NA,NA,NA,NA,NA,NA,NA,NA
50,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,59,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,57,7,78,3,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,66,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,84,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,34,93,5,NA,NA,NA,NA,NA,NA,NA,NA
49,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,8,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,34,32,24,5,NA,NA,NA,NA,NA,NA,NA
33,89,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,49,43,17,65,48,58,61,NA,NA,NA,NA
65,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,3,57,9,21,NA,NA,NA,NA,NA,NA,NA
68,18,4,59,NA,NA,NA,NA,NA,NA,NA,NA
1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,14,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,70,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,70,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,44,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,11,12,61,34,8,84,36,34,38,73,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,37,1,77,51,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,76,73,86,NA,NA,NA,NA,NA,NA,NA,NA
14,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,13,62,6,14,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,5,63,45,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
