hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
8,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,90,9,83,NA,NA,NA,NA,NA,NA,NA,NA
35,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,43,46,27,43,12,89,30,19,42,NA,NA
42,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,79,47,72,89,40,16,23,47,NA,NA,NA
21,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,21,69,16,42,NA,NA,NA,NA,NA,NA,NA
6,40,31,83,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,19,8,84,NA,NA,NA,NA,NA,NA,NA,NA
25,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,28,21,16,19,35,NA,NA,NA,NA,NA,NA
31,16,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,52,51,7,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,69,78,73,NA,NA,NA,NA,NA,NA,NA,NA
26,9,53,17,69,NA,NA,NA,NA,NA,NA,NA
52,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,36,12,21,4,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,25,45,15,NA,NA,NA,NA,NA,NA,NA,NA
51,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,17,29,13,NA,NA,NA,NA,NA,NA,NA,NA
73,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,75,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
