hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
8,35,43,22,NA,NA,NA,NA,NA,NA,NA,NA
96,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,84,84,7,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,23,22,68,NA,NA,NA,NA,NA,NA,NA,NA
29,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,52,8,19,NA,NA,NA,NA,NA,NA,NA,NA
29,72,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,71,12,7,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,29,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,22,18,10,NA,NA,NA,NA,NA,NA,NA,NA
72,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,22,17,26,NA,NA,NA,NA,NA,NA,NA,NA
40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,9,19,1,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,54,34,19,16,54,83,NA,NA,NA,NA,NA
31,35,3,9,NA,NA,NA,NA,NA,NA,NA,NA
7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,29,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,10,19,36,NA,NA,NA,NA,NA,NA,NA,NA
75,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,27,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,6,11,47,25,NA,NA,NA,NA,NA,NA,NA
76,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,9,54,47,87,NA,NA,NA,NA,NA,NA,NA
77,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,9,35,52,NA,NA,NA,NA,NA,NA,NA,NA
3,3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,84,15,54,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,27,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,32,39,36,NA,NA,NA,NA,NA,NA,NA
1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,43,37,22,NA,NA,NA,NA,NA,NA,NA,NA
18,31,5,94,NA,NA,NA,NA,NA,NA,NA,NA
31,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,14,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,24,6,86,NA,NA,NA,NA,NA,NA,NA,NA
9,35,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,17,29,23,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,4,79,81,47,38,14,74,0,40,15,68
18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,28,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,41,20,65,77,NA,NA,NA,NA,NA,NA,NA
23,42,34,70,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,26,47,32,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,18,27,23,71,25,43,48,NA,NA,NA
24,22,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,47,37,83,NA,NA,NA,NA,NA,NA,NA,NA
18,19,53,9,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,83,45,48,20,NA,NA,NA,NA,NA,NA,NA
9,18,21,4,NA,NA,NA,NA,NA,NA,NA,NA
25,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,35,21,5,NA,NA,NA,NA,NA,NA,NA,NA
19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,30,29,13,NA,NA,NA,NA,NA,NA,NA,NA
24,46,41,17,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,76,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,35,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,67,89,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,25,23,7,32,21,7,44,20,NA,NA,NA
77,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,48,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,45,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,53,30,16,NA,NA,NA,NA,NA,NA,NA,NA
19,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,16,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,3,66,34,48,24,45,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,40,81,9,NA,NA,NA,NA,NA,NA,NA,NA
15,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,38,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,17,44,7,NA,NA,NA,NA,NA,NA,NA,NA
75,81,21,83,36,26,42,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,72,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,17,17,37,NA,NA,NA,NA,NA,NA,NA,NA
24,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,31,19,32,45,NA,NA,NA,NA,NA,NA,NA
3,23,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,38,4,20,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,36,47,2,NA,NA,NA,NA,NA,NA,NA,NA
12,20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,52,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,46,49,12,76,NA,NA,NA,NA,NA,NA,NA
40,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,20,24,50,27,NA,NA,NA,NA,NA,NA,NA
35,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,50,11,22,20,70,22,49,29,NA,NA,NA
16,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,54,69,10,NA,NA,NA,NA,NA,NA,NA,NA
52,73,18,13,76,NA,NA,NA,NA,NA,NA,NA
42,66,46,67,NA,NA,NA,NA,NA,NA,NA,NA
53,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,86,21,22,80,NA,NA,NA,NA,NA,NA,NA
42,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,47,21,34,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,50,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,72,44,32,NA,NA,NA,NA,NA,NA,NA,NA
19,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3,28,37,26,NA,NA,NA,NA,NA,NA,NA
43,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,17,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,27,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,51,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,66,31,18,NA,NA,NA,NA,NA,NA,NA,NA
14,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,30,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,46,54,20,NA,NA,NA,NA,NA,NA,NA,NA
37,39,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,73,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,34,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,84,19,45,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,35,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,82,26,77,17,NA,NA,NA,NA,NA,NA,NA
15,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,15,65,17,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,46,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,20,83,9,NA,NA,NA,NA,NA,NA,NA,NA
24,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,33,31,22,NA,NA,NA,NA,NA,NA,NA,NA
10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,9,49,36,NA,NA,NA,NA,NA,NA,NA,NA
45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,88,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,24,18,51,19,NA,NA,NA,NA,NA,NA,NA
15,77,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,18,81,71,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,69,45,7,NA,NA,NA,NA,NA,NA,NA,NA
83,45,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,19,14,71,NA,NA,NA,NA,NA,NA,NA,NA
15,75,30,37,NA,NA,NA,NA,NA,NA,NA,NA
1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,42,37,68,NA,NA,NA,NA,NA,NA,NA,NA
81,46,85,20,NA,NA,NA,NA,NA,NA,NA,NA
26,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,33,53,24,NA,NA,NA,NA,NA,NA,NA,NA
18,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,53,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,17,26,37,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,71,22,69,NA,NA,NA,NA,NA,NA,NA,NA
52,54,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,54,93,25,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
