hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,6,41,7,31,NA,NA,NA,NA,NA,NA,NA
19,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,18,14,84,5,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,44,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,8,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,26,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,11,52,32,3,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,51,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,70,17,36,25,NA,NA,NA,NA,NA,NA,NA
58,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,58,41,61,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,19,61,14,NA,NA,NA,NA,NA,NA,NA,NA
28,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,73,36,5,51,NA,NA,NA,NA,NA,NA,NA
78,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,58,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,25,21,45,74,NA,NA,NA,NA,NA,NA,NA
68,35,61,31,NA,NA,NA,NA,NA,NA,NA,NA
7,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,50,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,17,41,28,NA,NA,NA,NA,NA,NA,NA,NA
22,8,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,52,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,39,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,88,10,62,NA,NA,NA,NA,NA,NA,NA,NA
46,11,77,17,NA,NA,NA,NA,NA,NA,NA,NA
4,28,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,23,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,27,84,71,NA,NA,NA,NA,NA,NA,NA,NA
58,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,69,82,40,55,NA,NA,NA,NA,NA,NA,NA
85,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,44,50,6,NA,NA,NA,NA,NA,NA,NA,NA
0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,41,49,70,NA,NA,NA,NA,NA,NA,NA,NA
53,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,26,63,57,90,NA,NA,NA,NA,NA,NA,NA
61,71,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,19,84,22,NA,NA,NA,NA,NA,NA,NA,NA
63,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,91,12,61,NA,NA,NA,NA,NA,NA,NA,NA
18,51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,77,56,45,37,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,36,13,30,21,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,16,35,69,NA,NA,NA,NA,NA,NA,NA,NA
64,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,22,36,60,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,75,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,64,37,16,NA,NA,NA,NA,NA,NA,NA,NA
46,88,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,46,50,71,NA,NA,NA,NA,NA,NA,NA,NA
7,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,32,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,33,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,31,5,83,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,93,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,62,74,24,8,NA,NA,NA,NA,NA,NA,NA
82,67,43,36,NA,NA,NA,NA,NA,NA,NA,NA
72,7,60,30,NA,NA,NA,NA,NA,NA,NA,NA
50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,73,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,5,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,49,31,3,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,39,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,65,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,37,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,39,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,27,55,13,66,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,58,74,73,55,NA,NA,NA,NA,NA,NA,NA
64,47,49,83,80,77,7,51,35,19,93,NA
46,45,10,21,NA,NA,NA,NA,NA,NA,NA,NA
63,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,62,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,9,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,60,63,5,NA,NA,NA,NA,NA,NA,NA,NA
79,55,23,56,9,NA,NA,NA,NA,NA,NA,NA
55,71,45,60,NA,NA,NA,NA,NA,NA,NA,NA
68,55,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,31,49,16,NA,NA,NA,NA,NA,NA,NA,NA
37,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,54,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,60,59,63,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,56,39,84,NA,NA,NA,NA,NA,NA,NA,NA
20,72,26,60,31,45,14,78,13,NA,NA,NA
76,13,33,77,NA,NA,NA,NA,NA,NA,NA,NA
65,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,57,70,3,NA,NA,NA,NA,NA,NA,NA,NA
84,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,62,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,11,67,19,14,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,44,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,41,60,17,22,NA,NA,NA,NA,NA,NA,NA
88,69,87,24,50,NA,NA,NA,NA,NA,NA,NA
20,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,17,73,NA,NA,NA,NA,NA,NA,NA,NA
57,49,37,56,77,NA,NA,NA,NA,NA,NA,NA
2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,26,61,9,19,NA,NA,NA,NA,NA,NA,NA
49,59,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,52,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,24,64,44,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,22,18,6,51,NA,NA,NA,NA,NA,NA,NA
14,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,53,13,60,4,33,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,39,62,43,2,82,68,84,30,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,27,17,51,82,NA,NA,NA,NA,NA,NA,NA
58,42,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,52,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,25,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,74,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,68,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,23,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
