hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,36,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,42,4,43,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,36,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,7,54,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,33,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,66,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,23,20,26,26,NA,NA,NA,NA,NA,NA,NA
15,68,69,17,NA,NA,NA,NA,NA,NA,NA,NA
23,48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,68,30,35,27,20,8,20,79,NA,NA,NA
5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,18,26,54,52,NA,NA,NA,NA,NA,NA,NA
17,39,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,20,45,81,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,30,16,30,NA,NA,NA,NA,NA,NA,NA,NA
26,69,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,14,6,22,NA,NA,NA,NA,NA,NA,NA,NA
88,43,88,41,NA,NA,NA,NA,NA,NA,NA,NA
15,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,35,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,33,18,8,NA,NA,NA,NA,NA,NA,NA,NA
72,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,22,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,3,24,20,NA,NA,NA,NA,NA,NA,NA,NA
50,37,67,3,NA,NA,NA,NA,NA,NA,NA,NA
78,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,9,28,53,2,NA,NA,NA,NA,NA,NA,NA
52,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,54,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,24,54,34,NA,NA,NA,NA,NA,NA,NA,NA
5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,14,10,38,22,38,52,52,26,47,43,17
66,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,30,77,52,NA,NA,NA,NA,NA,NA,NA,NA
24,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,18,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,40,17,4,NA,NA,NA,NA,NA,NA,NA,NA
41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,81,39,42,NA,NA,NA,NA,NA,NA,NA,NA
71,47,8,21,30,NA,NA,NA,NA,NA,NA,NA
92,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,75,22,46,8,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,6,39,24,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,40,12,68,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,17,5,16,NA,NA,NA,NA,NA,NA,NA,NA
22,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,51,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,23,78,17,37,7,99,67,33,77,5,NA
5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,70,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,32,23,70,NA,NA,NA,NA,NA,NA,NA,NA
47,33,3,17,NA,NA,NA,NA,NA,NA,NA,NA
15,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,35,89,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,32,37,22,NA,NA,NA,NA,NA,NA,NA,NA
23,48,52,47,12,13,20,NA,NA,NA,NA,NA
22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,35,39,26,NA,NA,NA,NA,NA,NA,NA,NA
72,80,44,24,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,30,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,43,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,70,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,43,70,51,NA,NA,NA,NA,NA,NA,NA,NA
10,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,51,51,16,75,NA,NA,NA,NA,NA,NA,NA
49,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,69,86,45,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,23,31,16,45,NA,NA,NA,NA,NA,NA,NA
43,46,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,12,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,39,15,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,21,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,14,16,17,NA,NA,NA,NA,NA,NA,NA,NA
11,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,20,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,6,28,27,NA,NA,NA,NA,NA,NA,NA,NA
24,19,22,0,35,NA,NA,NA,NA,NA,NA,NA
29,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,22,70,49,NA,NA,NA,NA,NA,NA,NA,NA
85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,23,69,2,41,19,54,17,18,65,19,14
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,67,3,12,NA,NA,NA,NA,NA,NA,NA,NA
39,25,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,48,16,1,NA,NA,NA,NA,NA,NA,NA,NA
21,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,87,6,16,NA,NA,NA,NA,NA,NA,NA,NA
51,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,19,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,25,89,78,NA,NA,NA,NA,NA,NA,NA,NA
67,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,15,25,NA,NA,NA,NA,NA,NA,NA,NA
51,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,68,84,11,NA,NA,NA,NA,NA,NA,NA,NA
18,19,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,29,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,48,42,26,NA,NA,NA,NA,NA,NA,NA,NA
52,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA
15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,29,23,53,11,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,78,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,13,29,87,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,21,21,5,NA,NA,NA,NA,NA,NA,NA
11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,33,43,41,NA,NA,NA,NA,NA,NA,NA,NA
21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,51,35,21,46,NA,NA,NA,NA,NA,NA,NA
26,50,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,25,70,19,6,NA,NA,NA,NA,NA,NA,NA
18,16,17,71,NA,NA,NA,NA,NA,NA,NA,NA
41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,5,68,41,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16,33,15,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,74,24,24,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,23,20,28,NA,NA,NA,NA,NA,NA,NA,NA
54,21,0,23,NA,NA,NA,NA,NA,NA,NA,NA
33,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,36,19,37,NA,NA,NA,NA,NA,NA,NA,NA
5,25,32,25,NA,NA,NA,NA,NA,NA,NA,NA
75,15,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,42,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,73,20,76,NA,NA,NA,NA,NA,NA,NA,NA
94,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,17,21,8,NA,NA,NA,NA,NA,NA,NA,NA
5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,26,17,76,5,44,26,40,81,72,NA,NA
33,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,37,54,18,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,24,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,20,46,19,52,NA,NA,NA,NA,NA,NA,NA
5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,48,89,78,NA,NA,NA,NA,NA,NA,NA,NA
66,4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,18,19,7,47,NA,NA,NA,NA,NA,NA,NA
46,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,70,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,38,24,33,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,22,67,18,78,8,41,21,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,40,54,46,45,NA,NA,NA,NA,NA,NA,NA
16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,29,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,54,37,10,84,98,68,NA,NA,NA,NA,NA
37,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,5,24,22,NA,NA,NA,NA,NA,NA,NA,NA
21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,40,70,12,71,3,2,17,18,52,38,26
