hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,52,33,66,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,27,2,47,33,NA,NA,NA,NA,NA,NA,NA
15,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,67,28,41,16,12,0,35,NA,NA,NA,NA
17,44,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,6,19,45,23,NA,NA,NA,NA,NA,NA,NA
47,17,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,81,50,76,15,52,NA,NA,NA,NA,NA,NA
44,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,57,59,54,12,NA,NA,NA,NA,NA,NA,NA
1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,45,79,92,12,NA,NA,NA,NA,NA,NA,NA
14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,14,51,2,7,NA,NA,NA,NA,NA,NA,NA
90,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,48,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,58,31,30,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,46,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,71,29,25,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,59,62,7,NA,NA,NA,NA,NA,NA,NA,NA
60,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,68,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,8,42,49,59,40,48,8,64,38,49,NA
40,53,78,35,71,24,52,16,76,NA,NA,NA
32,34,0,17,NA,NA,NA,NA,NA,NA,NA,NA
9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,5,11,NA,NA,NA,NA,NA,NA,NA,NA
42,43,19,43,NA,NA,NA,NA,NA,NA,NA,NA
19,49,7,57,NA,NA,NA,NA,NA,NA,NA,NA
59,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,35,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,45,18,44,9,65,28,79,5,NA,NA,NA
16,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,76,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,59,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,23,84,60,NA,NA,NA,NA,NA,NA,NA,NA
18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,8,30,49,67,NA,NA,NA,NA,NA,NA,NA
8,87,73,27,NA,NA,NA,NA,NA,NA,NA,NA
11,58,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,24,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,35,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,70,54,9,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,45,75,48,52,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,54,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,23,28,49,64,NA,NA,NA,NA,NA,NA,NA
56,75,31,12,29,NA,NA,NA,NA,NA,NA,NA
50,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,61,70,4,67,NA,NA,NA,NA,NA,NA,NA
11,67,44,48,49,60,14,36,2,18,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,32,1,76,49,NA,NA,NA,NA,NA,NA,NA
5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,2,37,NA,NA,NA,NA,NA,NA,NA,NA
78,51,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,50,66,62,61,36,10,10,74,2,41,50
0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,51,4,44,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,8,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,21,21,3,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,6,30,42,9,NA,NA,NA,NA,NA,NA,NA
16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,74,4,64,NA,NA,NA,NA,NA,NA,NA,NA
63,5,62,40,73,18,64,63,NA,NA,NA,NA
47,35,84,39,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,6,50,57,NA,NA,NA,NA,NA,NA,NA,NA
54,49,46,68,85,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,55,45,74,NA,NA,NA,NA,NA,NA,NA,NA
47,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,45,58,79,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,60,56,38,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,6,36,79,NA,NA,NA,NA,NA,NA,NA,NA
53,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,60,30,48,39,NA,NA,NA,NA,NA,NA,NA
71,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,63,8,57,NA,NA,NA,NA,NA,NA,NA,NA
78,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,60,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,44,39,65,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,37,25,86,34,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,30,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,17,53,61,NA,NA,NA,NA,NA,NA,NA,NA
37,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0,51,77,65,NA,NA,NA,NA,NA,NA,NA
60,72,2,31,NA,NA,NA,NA,NA,NA,NA,NA
33,17,35,37,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,53,60,65,18,49,66,5,53,64,32,90
73,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,27,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,79,3,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,73,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,8,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,59,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,49,57,53,NA,NA,NA,NA,NA,NA,NA,NA
12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,57,6,47,NA,NA,NA,NA,NA,NA,NA,NA
68,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,5,31,89,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,4,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,84,38,43,3,NA,NA,NA,NA,NA,NA,NA
7,11,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,23,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,12,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,22,32,55,NA,NA,NA,NA,NA,NA,NA,NA
65,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,70,2,8,11,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,56,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,56,66,61,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,74,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,37,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,40,55,73,NA,NA,NA,NA,NA,NA,NA,NA
58,59,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,3,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,39,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,63,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,34,37,56,38,NA,NA,NA,NA,NA,NA,NA
36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,28,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,5,27,4,NA,NA,NA,NA,NA,NA,NA,NA
52,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,61,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,19,27,23,52,NA,NA,NA,NA,NA,NA,NA
21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,25,13,42,NA,NA,NA,NA,NA,NA,NA
69,27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,70,66,1,18,NA,NA,NA,NA,NA,NA,NA
25,15,54,24,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,61,76,39,32,NA,NA,NA,NA,NA,NA,NA
8,29,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,15,97,46,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,41,71,75,49,NA,NA,NA,NA,NA,NA,NA
28,10,39,1,NA,NA,NA,NA,NA,NA,NA,NA
45,7,62,11,38,1,42,50,NA,NA,NA,NA
80,30,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,62,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,68,46,54,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,60,65,52,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,36,31,60,NA,NA,NA,NA,NA,NA,NA,NA
51,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,50,27,54,NA,NA,NA,NA,NA,NA,NA,NA
58,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,59,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,68,77,92,NA,NA,NA,NA,NA,NA,NA,NA
65,64,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,41,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,29,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,62,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,68,35,57,45,NA,NA,NA,NA,NA,NA,NA
62,18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,45,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,26,28,38,NA,NA,NA,NA,NA,NA,NA,NA
10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,37,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,11,82,47,25,NA,NA,NA,NA,NA,NA,NA
5,64,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,61,50,85,NA,NA,NA,NA,NA,NA,NA,NA
